sayfa_sayisi,satis_sayisi,fiyati,indirim_yuzdesi,puan,kazanc,yorum_sayisi,toplam_gun
24,76,8.94,31.0,16,4.06,1.0,681
168,320,10.23,35.0,20,5.51,3.0,1053
72,289,11.25,25.0,18,3.75,4.0,3810
64,73,13.75,31.0,26,6.25,0.0,1640
144,256,12.02,37.0,14,6.98,4.0,856
16,295,7.7,30.0,12,3.3,3.0,2192
32,110,10.08,28.0,22,3.82,5.0,1669
48,127,5.53,35.0,10,2.98,1.0,419
48,384,14.24,16.0,24,2.76,6.0,6755
16,219,7.56,31.0,12,3.44,2.0,2188
32,221,10.8,28.0,22,4.1,3.0,1632
188,162,18.13,28.0,34,6.88,2.0,2191
36,195,10.61,33.0,22,5.29,3.0,1570
88,63,12.04,35.0,24,6.48,1.0,1708
240,147,11.7,35.0,16,6.3,1.0,1018
48,52,29.0,28.0,44,11.0,2.0,1102
16,154,8.8,45.0,12,7.2,2.0,2233
32,257,12.25,28.0,24,4.65,2.0,1605
32,81,18.23,27.0,34,6.77,0.0,945
184,686,5.06,22.0,12,1.44,10.0,2193
96,325,8.37,38.0,18,5.13,6.0,779
96,156,8.78,35.0,18,4.73,1.0,651
16,42,1.88,38.0,4,1.13,0.0,36
48,124,12.76,42.0,20,9.24,0.0,1097
128,276,10.5,30.0,20,4.5,1.0,982
80,49,7.8,35.0,16,4.2,1.0,672
44,36,17.19,31.0,34,7.81,0.0,451
24,43,5.84,31.0,10,2.66,1.0,482
96,58,24.7,35.0,50,13.3,2.0,619
40,43,12.38,31.0,22,5.63,0.0,448
36,47,6.75,25.0,14,2.25,2.0,358
55,44,17.5,30.0,36,7.5,0.0,414
224,120,10.4,35.0,18,5.6,2.0,654
184,41,17.71,37.0,36,10.29,0.0,405
120,49,10.8,40.0,24,7.2,0.0,195
96,250,6.88,31.0,10,3.13,3.0,3477
120,322,9.1,35.0,14,4.9,10.0,1605
32,159,19.06,24.0,28,5.94,1.0,1056
32,175,4.88,35.0,8,2.63,9.0,2281
112,201,12.5,38.0,16,7.5,1.0,971
80,743,5.83,30.0,10,2.5,17.0,692
122,42,8.1,40.0,18,5.4,0.0,300
120,43,7.8,35.0,16,4.2,1.0,353
16,60,2.6,35.0,6,1.4,0.0,588
144,179,13.0,35.0,18,7.0,2.0,1534
256,240,10.63,38.0,14,6.38,2.0,1533
144,179,11.05,35.0,16,5.95,1.0,881
15,233,4.23,30.0,6,1.77,3.0,5485
24,88,9.03,35.0,18,4.86,4.0,3402
130,107,4.21,35.0,8,2.27,1.0,3396
35,57,13.5,25.0,20,4.5,0.0,3651
90,463,3.0,50.0,6,3.0,8.0,1473
48,280,8.45,35.0,12,4.55,1.0,559
144,299,7.8,40.0,14,5.2,23.0,772
88,314,3.67,33.0,6,1.83,7.0,579
40,168,20.28,26.0,34,7.22,4.0,2190
96,94,7.5,38.0,14,4.5,0.0,805
120,171,6.88,31.0,10,3.13,2.0,4745
12,65,32.12,34.0,66,16.88,2.0,1388
112,240,22.48,23.0,32,6.53,1.0,1494
16,106,3.71,18.0,6,0.79,1.0,898
128,226,6.0,50.0,14,6.0,7.0,5639
72,329,12.01,33.0,24,5.99,4.0,3146
160,96,7.22,35.0,16,3.89,0.0,919
32,198,12.25,28.0,24,4.65,3.0,1980
12,69,19.42,35.0,32,10.48,2.0,2766
80,41,7.8,35.0,16,4.2,0.0,239
64,309,11.25,25.0,16,3.75,8.0,5120
32,298,12.25,28.0,24,4.65,5.0,773
46,121,13.75,31.0,16,6.25,4.0,2926
193,481,16.25,35.0,22,8.75,4.0,214
15,223,3.6,40.0,4,2.4,8.0,5485
192,76,10.5,40.0,16,7.0,1.0,1031
88,314,3.67,33.0,6,1.83,7.0,579
224,73,17.87,35.0,34,9.63,1.0,1222
82,226,7.22,35.0,16,3.89,10.0,556
336,59,21.07,35.0,40,11.34,0.0,2080
224,124,8.44,35.0,18,4.56,4.0,5887
344,143,11.7,35.0,18,6.3,0.0,472
280,43,16.25,35.0,34,8.75,0.0,280
224,120,10.4,35.0,18,5.6,2.0,654
32,100,6.07,13.0,12,0.87,1.0,823
64,121,15.6,35.0,22,8.4,0.0,678
64,86,7.15,45.0,12,5.85,4.0,961
144,299,7.8,40.0,14,5.2,23.0,772
16,313,1.95,35.0,4,1.05,6.0,2114
132,115,9.75,35.0,10,5.25,1.0,967
80,312,17.25,31.0,26,7.75,5.0,5628
32,355,12.25,28.0,24,4.65,4.0,1968
416,128,18.75,25.0,32,6.25,4.0,556
94,222,6.88,31.0,10,3.13,2.0,4745
96,137,20.8,35.0,36,11.2,3.0,1968
20,53,8.11,35.0,12,4.39,0.0,1200
144,60,12.38,31.0,18,5.63,1.0,785
32,293,12.92,24.0,16,4.08,7.0,1827
176,144,10.19,31.0,20,4.63,3.0,768
128,202,9.3,38.0,18,5.7,4.0,2439
16,54,2.6,35.0,6,1.4,1.0,1124
96,267,32.25,25.0,48,10.75,5.0,2316
88,101,6.5,35.0,12,3.5,6.0,650
24,135,17.71,37.0,20,10.29,0.0,2877
40,239,10.37,32.0,22,4.91,4.0,1161
32,146,4.88,35.0,8,2.63,3.0,2468
336,59,23.56,28.0,48,8.94,1.0,381
112,68,13.06,31.0,24,5.94,1.0,688
109,380,6.88,31.0,10,3.13,14.0,5115
32,154,4.88,35.0,8,2.63,3.0,2400
192,62,7.52,62.0,24,12.48,0.0,679
72,56,28.75,38.0,46,17.25,2.0,1455
116,228,22.48,23.0,32,6.53,4.0,1681
36,41,10.4,35.0,24,5.6,1.0,637
59,91,8.25,25.0,16,2.75,2.0,3562
32,44,9.31,38.0,12,5.59,2.0,1461
32,75,10.07,25.0,22,3.35,0.0,919
140,212,13.95,23.0,20,4.05,4.0,1152
168,320,10.23,35.0,20,5.51,3.0,1053
96,413,9.75,35.0,18,5.25,8.0,1165
12,83,13.41,33.0,24,6.49,2.0,1366
64,257,10.2,40.0,12,6.8,11.0,6896
160,655,9.52,21.0,16,2.48,17.0,2477
44,179,11.05,35.0,18,5.95,5.0,465
88,281,9.75,35.0,12,5.25,3.0,424
16,203,8.17,26.0,12,2.83,0.0,4382
32,69,20.28,26.0,30,7.22,0.0,1090
16,51,4.55,35.0,8,2.45,1.0,702
16,536,6.88,38.0,14,4.13,12.0,3297
64,40,3.3,40.0,8,2.2,0.0,323
218,87,12.87,42.0,24,9.13,3.0,1245
64,246,11.39,37.0,16,6.62,1.0,441
28,188,14.3,35.0,24,7.7,3.0,864
32,157,13.06,31.0,20,5.94,3.0,2921
176,185,9.1,30.0,18,3.9,3.0,836
40,95,13.0,35.0,26,7.0,1.0,2093
144,41,10.12,37.0,22,5.88,1.0,485
96,125,6.96,37.0,10,4.04,2.0,516
24,41,5.2,35.0,10,2.8,0.0,60
36,41,9.3,23.0,18,2.7,0.0,282
32,43,9.75,35.0,18,5.25,1.0,610
80,97,8.13,19.0,16,1.88,0.0,541
480,57,45.56,33.0,82,21.94,1.0,552
280,39,70.54,26.0,142,24.46,0.0,255
32,58,9.31,38.0,14,5.59,1.0,1462
24,45,6.88,31.0,14,3.13,0.0,360
32,48,6.75,25.0,14,2.25,2.0,358
208,41,11.0,45.0,26,9.0,3.0,353
64,40,6.0,40.0,14,4.0,1.0,96
36,38,13.8,31.0,28,6.2,1.0,546
96,41,9.38,38.0,18,5.63,0.0,65
27,110,7.29,44.0,16,5.67,4.0,1068
144,92,8.45,35.0,14,4.55,2.0,472
32,159,19.06,24.0,28,5.94,1.0,1056
144,179,11.05,35.0,16,5.95,1.0,881
80,296,11.52,28.0,18,4.48,4.0,3552
112,108,13.24,35.0,26,7.13,0.0,1030
93,107,4.9,51.0,14,5.1,1.0,6233
48,109,6.3,31.0,12,2.86,1.0,997
72,102,8.94,31.0,16,4.06,1.0,1823
189,206,24.15,31.0,48,10.85,4.0,1532
152,100,8.45,35.0,14,4.55,1.0,594
112,176,13.0,35.0,22,7.0,0.0,1171
56,95,6.5,35.0,10,3.5,4.0,2110
136,313,13.34,33.0,26,6.66,6.0,977
30,400,33.35,33.0,42,16.65,2.0,939
144,54,7.8,35.0,14,4.2,2.0,1441
24,110,19.5,35.0,38,10.5,3.0,981
48,193,11.25,25.0,16,3.75,2.0,2092
96,255,5.39,42.0,12,3.87,2.0,896
228,66,13.0,35.0,22,7.0,2.0,3659
32,142,4.56,9.0,6,0.44,5.0,2022
32,47,10.67,33.0,24,5.33,1.0,736
354,239,23.1,34.0,44,11.9,4.0,2652
8,87,15.07,23.0,32,4.37,0.0,920
104,99,17.19,31.0,30,7.81,2.0,1827
218,94,13.65,35.0,22,7.35,4.0,927
32,94,6.07,13.0,12,0.87,3.0,823
112,66,7.59,37.0,16,4.41,1.0,907
20,120,6.0,40.0,14,4.0,0.0,1508
112,100,15.13,31.0,24,6.88,7.0,825
216,571,13.92,37.0,28,8.09,10.0,3658
16,93,4.95,29.0,10,2.05,5.0,1349
198,185,8.42,35.0,16,4.54,1.0,1015
32,84,5.95,34.0,10,3.05,1.0,420
144,100,9.2,54.0,16,10.8,1.0,162
32,55,10.08,28.0,22,3.82,1.0,881
96,157,6.88,31.0,10,3.13,4.0,5688
120,62,10.31,31.0,16,4.69,0.0,1220
223,141,10.4,35.0,16,5.6,0.0,398
112,240,6.88,31.0,10,3.13,4.0,5110
276,128,16.0,50.0,30,16.0,1.0,807
144,75,9.5,50.0,20,9.5,2.0,745
48,51,4.55,35.0,10,2.45,1.0,770
224,172,13.28,37.0,22,7.72,6.0,1847
96,190,41.25,31.0,62,18.75,0.0,2922
384,193,24.01,35.0,46,12.93,3.0,2038
10,111,48.65,30.0,96,20.85,3.0,1146
208,571,33.38,25.0,62,11.13,9.0,891
16,244,8.4,40.0,10,5.6,6.0,3010
88,173,4.81,31.0,10,2.19,1.0,1780
16,204,6.0,25.0,10,2.0,3.0,2970
96,337,6.5,35.0,12,3.5,0.0,624
96,201,6.5,35.0,10,3.5,7.0,993
32,220,4.56,9.0,6,0.44,11.0,1772
216,152,21.3,24.0,30,6.7,0.0,1519
32,114,4.88,35.0,8,2.63,3.0,2468
144,128,12.5,38.0,26,7.5,3.0,1112
16,34,5.85,35.0,12,3.15,1.0,385
96,205,8.78,35.0,18,4.73,3.0,651
80,471,10.13,33.0,20,4.88,5.0,4389
113,145,2.59,63.0,6,4.41,7.0,1432
60,379,10.56,34.0,12,5.44,8.0,1100
160,261,32.5,19.0,38,7.5,6.0,1912
96,50,14.5,50.0,38,14.5,0.0,664
96,390,9.3,38.0,18,5.7,8.0,1165
72,63,12.04,35.0,24,6.48,2.0,1708
16,193,4.55,35.0,6,2.45,7.0,1729
32,99,11.7,35.0,18,6.3,1.0,829
16,290,7.56,31.0,12,3.44,3.0,4752
32,212,14.85,26.0,24,5.15,3.0,2192
84,40,3.55,28.0,8,1.35,0.0,406
32,140,4.88,35.0,8,2.63,2.0,2400
172,436,19.5,19.0,28,4.5,5.0,3472
40,45,11.69,31.0,26,5.31,0.0,639
68,38,2.1,70.0,4,4.9,1.0,279
31,374,7.15,35.0,10,3.85,9.0,2552
56,156,8.45,35.0,14,4.55,0.0,402
140,167,10.31,31.0,18,4.69,1.0,1200
96,454,25.0,38.0,56,15.0,10.0,1179
140,132,20.14,16.0,40,3.86,4.0,3294
48,139,4.82,35.0,10,2.59,1.0,1081
448,147,29.25,25.0,48,9.75,4.0,497
24,42,3.3,45.0,4,2.7,0.0,1133
24,266,9.0,40.0,14,6.0,4.0,891
16,99,10.4,35.0,18,5.6,4.0,880
32,67,6.6,45.0,14,5.4,1.0,652
24,61,8.94,31.0,16,4.06,1.0,681
40,40,18.36,26.0,38,6.54,0.0,370
16,38,1.88,38.0,4,1.13,0.0,36
36,58,11.7,35.0,20,6.3,0.0,561
40,44,11.69,31.0,26,5.31,1.0,639
64,40,11.0,45.0,24,9.0,0.0,250
48,41,9.36,38.0,20,5.64,0.0,255
216,39,22.76,35.0,38,12.24,1.0,313
12,39,18.49,31.0,28,8.41,1.0,636
80,40,36.56,19.0,72,8.44,2.0,283
288,38,14.06,44.0,32,10.94,0.0,290
96,395,9.1,35.0,18,4.9,5.0,2928
80,49,11.63,23.0,14,3.38,0.0,490
20,140,24.4,39.0,40,15.6,7.0,1099
56,90,3.5,30.0,8,1.5,1.0,939
48,280,8.45,35.0,12,4.55,1.0,559
40,168,4.52,30.0,8,1.97,3.0,1015
28,72,8.97,31.0,20,4.03,4.0,2616
32,129,4.05,13.0,8,0.58,5.0,2106
12,53,4.59,34.0,8,2.41,1.0,1384
16,89,6.3,31.0,12,2.86,1.0,1035
272,77,25.93,37.0,38,15.07,1.0,913
64,39,37.32,37.0,70,21.68,1.0,482
16,40,4.55,35.0,8,2.45,0.0,60
64,292,6.33,37.0,10,3.68,2.0,1610
40,175,13.34,33.0,26,6.66,0.0,2294
32,91,6.07,13.0,12,0.87,1.0,823
12,74,18.13,35.0,38,9.77,1.0,792
16,286,3.75,25.0,6,1.25,5.0,1590
36,312,9.63,31.0,16,4.38,7.0,6096
32,153,7.22,35.0,14,3.89,3.0,1465
48,175,10.12,37.0,20,5.88,7.0,3316
32,265,11.76,30.0,26,5.14,4.0,1160
68,153,12.54,34.0,22,6.46,0.0,1313
88,204,9.75,35.0,14,5.25,9.0,293
12,85,33.72,27.0,64,12.78,4.0,841
32,79,5.4,40.0,10,3.6,1.0,420
32,82,5.63,38.0,10,3.38,1.0,420
64,74,9.75,35.0,10,5.25,1.0,1157
32,322,12.25,28.0,26,4.65,2.0,1969
32,141,10.46,30.0,12,4.49,0.0,1431
28,43,24.4,24.0,32,7.6,1.0,524
320,112,65.0,35.0,66,35.0,0.0,2427
40,163,15.48,45.0,22,12.52,1.0,2877
40,179,24.01,35.0,28,12.93,12.0,4070
160,172,11.21,25.0,24,3.79,4.0,1167
32,97,3.38,33.0,6,1.63,1.0,2948
96,251,8.37,38.0,18,5.13,4.0,775
176,64,13.06,31.0,20,5.94,0.0,556
142,66,28.0,20.0,52,7.0,0.0,706
11,42,34.2,11.0,60,4.3,1.0,523
24,207,3.01,35.0,8,1.62,6.0,1314
176,124,15.0,40.0,22,10.0,1.0,1147
102,237,12.75,25.0,18,4.25,3.0,1144
24,124,12.25,28.0,24,4.65,2.0,1354
16,617,3.25,35.0,8,1.75,24.0,1155
116,207,19.78,32.0,32,9.22,2.0,1326
16,55,4.55,35.0,8,2.45,0.0,702
488,72,24.01,35.0,46,12.93,0.0,1361
64,267,9.5,37.0,12,5.5,3.0,505
8,140,18.2,35.0,26,9.8,5.0,1024
32,132,2.31,50.0,6,2.31,2.0,736
1410,122,90.84,38.0,146,54.51,5.0,1596
60,87,13.8,45.0,26,11.2,1.0,1637
256,39,18.98,37.0,38,11.03,0.0,695
224,96,12.54,34.0,22,6.46,2.0,1067
32,161,10.98,35.0,24,5.92,0.0,1354
40,42,11.69,31.0,26,5.31,0.0,639
40,55,8.54,34.0,14,4.46,2.0,1032
31,251,7.15,35.0,10,3.85,2.0,2113
41,139,12.02,35.0,18,6.48,4.0,735
96,45,20.28,26.0,40,7.22,0.0,107
64,143,6.5,35.0,6,3.5,3.0,360
112,252,8.25,31.0,10,3.75,6.0,2251
96,172,8.44,44.0,22,6.56,5.0,2060
48,67,5.2,35.0,10,2.8,1.0,1690
24,42,7.82,35.0,18,4.21,1.0,4677
136,39,17.71,37.0,36,10.29,0.0,695
16,211,6.0,25.0,8,2.0,9.0,104
241,708,19.1,32.0,24,8.9,25.0,4024
20,53,17.19,31.0,28,7.81,0.0,624
36,103,10.31,31.0,20,4.69,0.0,669
180,38,54.6,35.0,110,29.4,0.0,548
64,41,8.25,31.0,16,3.75,0.0,423
24,38,11.17,25.0,22,3.73,0.0,342
48,49,15.6,35.0,32,8.4,0.0,605
12,40,6.5,35.0,20,3.5,2.0,609
32,56,8.25,31.0,18,3.75,2.0,510
208,38,9.0,40.0,20,6.0,0.0,423
24,40,9.31,38.0,12,5.59,1.0,1461
312,75,20.63,31.0,38,9.38,2.0,629
24,40,11.17,25.0,22,3.73,0.0,404
40,39,8.25,45.0,20,6.75,0.0,638
19,38,14.23,29.0,28,5.67,1.0,156
16,44,41.25,31.0,90,18.75,0.0,440
28,217,18.13,28.0,34,6.88,4.0,2650
15,172,3.6,40.0,4,2.4,0.0,5485
32,38,6.6,45.0,16,5.4,1.0,252
168,165,13.5,36.0,18,7.5,1.0,1360
64,145,6.5,35.0,10,3.5,2.0,569
32,172,12.25,28.0,24,4.65,1.0,1672
144,297,14.25,25.0,22,4.75,6.0,1968
64,245,6.5,35.0,10,3.5,8.0,3640
120,138,9.1,35.0,16,4.9,1.0,594
24,203,3.28,27.0,6,1.22,4.0,4755
24,96,15.5,23.0,24,4.5,0.0,944
184,9,21.7,23.0,30,6.3,0.0,1094
45,63,9.3,38.0,20,5.7,2.0,1170
104,142,17.19,31.0,30,7.81,2.0,2669
16,75,10.94,45.0,22,8.96,0.0,1098
16,57,2.86,5.0,2,0.14,1.0,434
48,57,18.35,34.0,38,9.65,1.0,1384
96,52,9.75,35.0,20,5.25,0.0,596
136,233,11.05,35.0,16,5.95,2.0,570
32,174,10.4,35.0,16,5.6,1.0,897
36,140,10.61,33.0,22,5.29,1.0,1102
360,37,22.5,25.0,34,7.5,1.0,156
96,395,11.0,31.0,16,5.0,1.0,4020
136,825,11.66,35.0,14,6.34,9.0,2563
24,38,5.2,35.0,10,2.8,0.0,142
32,103,18.56,31.0,32,8.44,0.0,857
32,284,3.01,35.0,6,1.62,2.0,1440
32,103,6.07,13.0,12,0.87,4.0,823
16,186,3.25,35.0,4,1.75,3.0,1791
32,93,5.12,48.0,8,4.78,1.0,2168
16,94,4.95,29.0,10,2.05,5.0,1349
98,304,13.06,31.0,26,5.94,9.0,3179
68,169,13.06,31.0,22,5.94,2.0,1313
40,99,18.56,31.0,40,8.44,1.0,1061
228,82,10.25,27.0,20,3.75,2.0,783
96,97,29.25,35.0,48,15.75,2.0,977
48,215,4.55,35.0,10,2.45,1.0,911
32,152,9.03,35.0,18,4.86,6.0,812
64,77,6.95,31.0,12,3.05,2.0,714
80,740,9.0,40.0,20,6.0,6.0,4755
64,186,5.4,40.0,10,3.6,1.0,1012
16,139,7.61,42.0,16,5.4,7.0,1939
160,173,7.56,31.0,16,3.44,6.0,3285
128,84,9.0,25.0,14,3.0,1.0,293
32,52,16.28,23.0,24,4.73,0.0,1800
216,130,10.4,35.0,16,5.6,1.0,572
160,553,24.06,31.0,40,10.94,10.0,504
16,218,6.0,25.0,10,2.0,3.0,2970
63,80,15.6,35.0,22,8.4,0.0,678
112,49,8.25,31.0,16,3.75,2.0,464
104,256,11.7,35.0,22,6.3,2.0,856
192,58,10.31,31.0,20,4.69,1.0,650
192,132,12.0,40.0,22,8.0,0.0,1147
36,53,17.47,30.0,28,7.43,1.0,2394
32,190,10.8,28.0,22,4.1,4.0,1142
32,45,13.64,26.0,24,4.86,2.0,661
48,133,17.19,31.0,20,7.81,2.0,352
96,112,7.8,35.0,14,4.2,6.0,1092
72,66,11.22,29.0,26,4.52,1.0,925
176,201,5.27,42.0,10,3.74,6.0,1385
88,364,2.75,50.0,8,2.75,2.0,804
64,124,6.2,38.0,10,3.8,1.0,771
20,104,6.0,40.0,14,4.0,1.0,1501
64,54,7.22,35.0,14,3.89,0.0,432
48,145,8.45,35.0,14,4.55,1.0,633
136,98,7.22,35.0,16,3.89,1.0,1368
192,158,15.05,35.0,30,8.1,1.0,1677
36,160,10.61,33.0,22,5.29,0.0,1101
24,72,19.5,35.0,38,10.5,4.0,981
16,265,7.7,30.0,12,3.3,1.0,4382
48,38,13.8,43.0,32,10.2,0.0,216
32,220,12.25,28.0,24,4.65,8.0,1170
16,326,4.8,40.0,10,3.2,3.0,3284
71,373,2.75,50.0,8,2.75,7.0,5120
30,94,23.46,31.0,40,10.54,4.0,3770
144,168,13.5,25.0,26,4.5,7.0,1832
64,101,10.45,45.0,16,8.55,2.0,2568
64,214,6.2,38.0,10,3.8,2.0,360
208,147,25.19,28.0,30,9.81,2.0,111
32,175,14.0,30.0,24,6.0,1.0,3185
16,205,4.8,40.0,10,3.2,9.0,3284
32,116,18.2,35.0,32,9.8,1.0,1065
24,37,8.22,37.0,18,4.78,0.0,339
50,38,5.75,36.0,12,3.25,2.0,3659
32,39,16.72,40.0,38,11.18,0.0,96
24,48,8.13,38.0,16,4.88,0.0,582
40,40,7.8,35.0,16,4.2,0.0,728
32,37,11.0,31.0,22,5.0,1.0,250
64,37,13.06,31.0,28,5.94,0.0,328
16,30,5.85,35.0,12,3.15,0.0,383
24,37,11.17,25.0,22,3.73,0.0,404
32,42,6.75,25.0,14,2.25,1.0,358
176,45,9.1,35.0,18,4.9,0.0,506
40,41,24.0,25.0,36,8.0,2.0,727
40,37,8.25,45.0,22,6.75,0.0,220
32,37,5.85,35.0,12,3.15,2.0,96
40,42,8.1,33.0,16,3.9,1.0,487
184,192,24.38,19.0,46,5.63,13.0,737
32,237,10.8,28.0,22,4.1,6.0,1491
18,137,7.8,35.0,14,4.2,8.0,1031
120,136,7.7,45.0,14,6.3,4.0,639
64,327,10.8,28.0,16,4.2,3.0,5485
215,112,13.06,31.0,22,5.94,2.0,610
48,126,23.99,31.0,44,10.91,1.0,766
48,107,9.38,25.0,16,3.13,0.0,1535
48,96,17.71,37.0,24,10.29,3.0,1641
15,197,3.53,41.0,4,2.48,3.0,5485
96,119,7.25,42.0,12,5.25,6.0,1295
48,82,6.5,35.0,10,3.5,0.0,1065
96,114,7.76,48.0,22,7.24,0.0,2060
192,144,15.05,35.0,30,8.1,3.0,1442
28,103,15.5,23.0,30,4.5,2.0,3173
48,155,11.14,26.0,16,3.86,1.0,2092
160,126,12.04,35.0,24,6.48,0.0,983
80,282,3.13,38.0,6,1.88,8.0,2891
64,293,8.25,31.0,14,3.75,4.0,4015
272,93,24.75,31.0,34,11.25,1.0,858
32,56,6.48,13.0,12,0.93,0.0,922
96,127,7.15,35.0,12,3.85,1.0,574
145,113,9.75,35.0,10,5.25,1.0,967
16,83,9.3,23.0,18,2.7,3.0,967
136,70,13.0,35.0,26,7.0,0.0,972
36,119,8.44,44.0,18,6.56,2.0,1092
36,144,8.55,43.0,18,6.45,2.0,1092
64,67,5.0,50.0,14,5.0,1.0,836
144,188,13.75,31.0,22,6.25,4.0,2038
48,527,11.38,35.0,18,6.13,9.0,522
8,41,14.42,34.0,34,7.58,0.0,812
144,102,7.22,35.0,14,3.89,0.0,989
28,137,14.44,35.0,20,7.78,3.0,584
32,248,12.25,28.0,24,4.65,4.0,1969
152,71,12.38,31.0,20,5.63,2.0,1176
32,101,10.46,30.0,14,4.49,1.0,1938
74,117,12.37,25.0,20,4.13,1.0,1946
48,138,5.63,38.0,10,3.38,2.0,360
24,121,5.72,31.0,12,2.6,4.0,1831
46,69,6.76,16.0,4,1.24,2.0,120
196,93,21.36,35.0,32,11.54,0.0,33
144,52,6.88,31.0,10,3.13,0.0,787
112,163,17.66,37.0,28,10.34,5.0,1526
40,134,14.7,27.0,26,5.3,4.0,2417
136,224,11.63,23.0,18,3.38,5.0,1546
224,150,17.19,31.0,32,7.81,2.0,1823
81,226,7.15,35.0,10,3.85,5.0,1107
312,179,18.98,37.0,30,11.03,2.0,1748
176,171,10.93,26.0,22,3.89,4.0,955
88,250,2.75,50.0,8,2.75,6.0,1102
64,176,8.86,37.0,10,5.15,2.0,1137
56,194,8.15,32.0,10,3.85,1.0,485
80,228,9.9,34.0,18,5.1,3.0,5120
92,37,16.5,31.0,30,7.5,0.0,296
232,65,16.25,35.0,30,8.75,0.0,1352
128,216,4.71,28.0,8,1.79,4.0,738
320,50,15.63,38.0,26,9.38,1.0,1092
76,306,2.75,50.0,8,2.75,3.0,5120
88,47,6.5,35.0,14,3.5,0.0,614
16,123,4.11,31.0,10,1.84,7.0,1071
16,247,7.56,31.0,12,3.44,1.0,1710
128,307,18.0,40.0,34,12.0,4.0,2299
144,38,43.2,40.0,94,28.8,2.0,216
96,209,8.37,38.0,18,5.13,3.0,775
12,177,5.16,31.0,8,2.34,4.0,2726
48,159,8.45,35.0,14,4.55,1.0,1306
16,213,4.8,40.0,10,3.2,4.0,2798
16,210,4.8,40.0,10,3.2,2.0,2260
16,362,4.8,40.0,10,3.2,3.0,4560
64,193,16.68,17.0,26,3.32,3.0,1331
144,39,16.25,35.0,32,8.75,0.0,120
244,369,17.88,31.0,30,8.13,4.0,1171
208,274,16.57,35.0,26,8.93,2.0,750
48,67,13.78,28.0,12,5.23,2.0,3659
128,163,6.25,38.0,14,3.75,6.0,2022
32,239,2.31,50.0,6,2.31,2.0,736
128,401,8.25,31.0,10,3.75,10.0,2667
48,81,5.1,40.0,6,3.4,0.0,467
128,46,15.81,31.0,32,7.19,2.0,559
304,63,19.25,31.0,28,8.75,0.0,633
36,38,9.3,23.0,18,2.7,1.0,282
36,38,9.3,23.0,18,2.7,0.0,282
24,34,6.88,31.0,14,3.13,0.0,360
144,36,8.45,35.0,18,4.55,0.0,280
40,35,10.12,37.0,22,5.88,0.0,296
40,39,7.8,35.0,16,4.2,2.0,728
2928,37,141.68,37.0,308,82.32,2.0,158
40,51,11.39,37.0,24,6.62,2.0,490
112,35,8.78,35.0,18,4.73,0.0,300
32,56,9.31,38.0,14,5.59,1.0,1461
240,35,18.98,37.0,38,11.03,2.0,695
152,36,8.8,45.0,20,7.2,0.0,171
24,36,11.17,25.0,22,3.73,1.0,404
160,36,31.85,35.0,64,17.15,0.0,294
280,37,13.0,35.0,28,7.0,1.0,264
64,43,7.11,29.0,12,2.89,0.0,535
79,252,4.11,41.0,6,2.89,1.0,4418
96,34,4.03,38.0,8,2.47,1.0,450
160,107,22.75,35.0,32,12.25,2.0,632
96,102,6.5,35.0,12,3.5,0.0,493
240,211,54.69,38.0,82,32.81,3.0,721
96,134,8.78,42.0,22,6.23,7.0,2060
31,170,13.18,23.0,26,3.83,1.0,1451
144,103,12.5,38.0,24,7.5,1.0,1066
144,132,8.25,31.0,14,3.75,2.0,97
192,121,15.81,31.0,26,7.19,1.0,1004
326,53,18.75,38.0,400,11.25,0.0,630
320,36,31.25,38.0,68,18.75,0.0,95
60,398,2.5,38.0,6,1.5,5.0,6937
24,73,11.48,23.0,24,3.33,1.0,920
480,870,55.8,38.0,72,34.2,23.0,2402
32,114,4.88,35.0,8,2.63,2.0,2281
96,143,12.75,25.0,20,4.25,0.0,1070
216,63,10.31,31.0,16,4.69,1.0,1466
32,85,6.07,13.0,12,0.87,2.0,823
128,72,10.31,31.0,16,4.69,0.0,1416
336,325,15.81,31.0,28,7.19,6.0,4487
50,236,33.8,32.0,64,16.2,3.0,1833
16,193,3.25,35.0,4,1.75,3.0,1791
16,117,4.5,10.0,6,0.5,1.0,1590
64,143,5.41,35.0,10,2.92,5.0,903
112,222,8.68,38.0,16,5.32,10.0,3292
64,78,9.75,35.0,10,5.25,1.0,1157
196,139,37.2,23.0,58,10.8,3.0,1250
120,183,6.94,38.0,8,4.17,8.0,3043
264,207,22.25,23.0,46,6.46,1.0,1915
64,154,36.0,40.0,68,24.0,1.0,2917
8,61,23.02,30.0,36,9.88,1.0,814
38,393,14.5,28.0,26,5.5,19.0,2551
48,55,4.55,35.0,10,2.45,0.0,911
64,119,9.75,35.0,10,5.25,2.0,1157
56,254,9.0,40.0,12,6.0,1.0,880
32,183,13.18,23.0,16,3.83,2.0,3011
32,99,10.08,28.0,20,3.82,3.0,881
160,108,7.22,35.0,14,3.89,1.0,919
64,200,7.2,40.0,16,4.8,5.0,4214
32,130,10.46,30.0,12,4.49,3.0,917
76,210,14.97,29.0,26,6.03,3.0,2085
128,138,14.0,13.0,18,2.0,5.0,2156
64,65,3.0,50.0,6,3.0,1.0,1368
40,130,6.88,31.0,10,3.13,2.0,453
24,58,5.0,37.0,10,2.9,1.0,644
